train_acc,train_loss,train_loss_x,train_loss_u,train_loss_r,val_acc,val_loss,curr_epoch
0.3125,2.7151934058666227,1.5586563403606415,0.515006215879228,0.6415308561325074,0.16989715189873417,2.2004908972148653,0
0.671875,2.1414608587026596,1.1212771885097026,0.6820429389867931,0.33814072555303576,0.26127373417721517,2.081828038903731,1
0.703125,2.0233114860057833,1.0393609440773726,0.6759552903845907,0.30799525311589243,0.26938291139240506,2.133540348161625,2
0.921875,1.912105037689209,0.9535791803598404,0.6566957360748201,0.301830127120018,0.3049841772151899,2.1547103592112093,3
1.0,1.8544908659458161,0.9261160785257816,0.6497963787391782,0.2785784081220627,0.34414556962025317,2.138878150831295,4
1.0,1.8216605167388915,0.9094790275245905,0.6486040997486562,0.26357739052176477,0.36550632911392406,2.143644038634964,5
1.0,1.7667618736028672,0.867477041900158,0.6366259560510517,0.2626588729918003,0.3850870253164557,2.1600154728829106,6
1.0,1.761438292503357,0.8832074995487929,0.6310105713456869,0.24722022247314454,0.39082278481012656,2.2083975212483464,7
1.0,1.7210156854987144,0.8486798949539661,0.627626013353467,0.2447097819149494,0.3975474683544304,2.2600268427329726,8
1.0,1.7137469662427902,0.8519027611613273,0.6259940136484802,0.23585018932819365,0.403876582278481,2.284752802003788,9
1.0,1.7569085133075715,0.860298428490758,0.6656280314028263,0.2309820510149002,0.40704113924050633,2.316162070141563,10
1.0,1.7163903985023499,0.8257334706485271,0.657049759477377,0.2336071662902832,0.4115901898734177,2.3509827339196505,11
1.0,1.7460950418114662,0.8501725336164236,0.6708551901504397,0.22506731399893762,0.42029272151898733,2.360900134979924,12
1.0,1.7711215824484825,0.854727463580668,0.6949564069211484,0.22143771058321,0.4252373417721519,2.315699322314202,13
1.0,1.7311511664390564,0.8174393039792777,0.6927315685227513,0.2209802943766117,0.43018196202531644,2.297831393495391,14
1.0,1.7559117293357849,0.8358262015208602,0.7044993562921882,0.21558617442846298,0.4297863924050633,2.2896720714206937,15
1.0,1.7636203870773315,0.8391700119972229,0.7126804159283638,0.21176995667815207,0.43374208860759494,2.2902997475636155,16
1.0,1.7597156896591186,0.8353105839341879,0.7147772342637181,0.20962787514925002,0.4375,2.2461379857002934,17
1.0,1.7529853454232216,0.8274529243707657,0.716990937680006,0.20854148590564728,0.4440268987341772,2.1993841657155677,18
1.0,1.7778074469566345,0.8438989889472723,0.7320699018090964,0.20183855438232423,0.44877373417721517,2.1862181032760235,19
1.0,1.7386510428190232,0.8250545053780078,0.7128463820517064,0.20075015607476235,0.45174050632911394,2.19147281405292,20
1.0,1.711881019115448,0.8068348678052425,0.7032384385764598,0.20180770885944366,0.45332278481012656,2.1784782470027104,21
1.0,1.7055631427764892,0.8215868439823389,0.6892469847500324,0.1947293112576008,0.45352056962025317,2.198998235449006,22
1.0,1.737342182278633,0.8215259975492955,0.7227322054207325,0.19308397832512855,0.4509493670886076,2.2496829923195176,23
1.0,1.7011000928878783,0.8003911299109459,0.7057889553308487,0.19492000770568849,0.4467958860759494,2.2730759819851647,24
1.0,1.737678804397583,0.8211767155826092,0.7268371760398149,0.1896649139523506,0.45569620253164556,2.2197288365303716,25
1.0,1.6759030109643935,0.7893853351026774,0.6983814195096493,0.18813625577092172,0.4618275316455696,2.1878228368638437,26
1.0,1.7164294877648354,0.8108837257176638,0.7218439425677061,0.1837018187344074,0.4657832278481013,2.1645950335490554,27
1.0,1.7408486921787263,0.8238613627254963,0.7344645546972751,0.18252277079224585,0.4790348101265823,2.0861353844026977,28
1.0,1.7276979031562805,0.8097370486408472,0.7358576359748841,0.18210321947932243,0.4821993670886076,2.0639521079727365,29
1.0,1.6719448619484902,0.7725295112729073,0.7168138062059879,0.18260154449939728,0.48595727848101267,2.0451723261724544,30
1.0,1.712737069249153,0.8088135919198394,0.7271787884533405,0.17674468964338302,0.48477056962025317,2.0341179853753197,31
1.0,1.6647425355315209,0.7803099244609475,0.7047108974605799,0.17972171357274055,0.4814082278481013,2.049901130833203,32
1.0,1.7629395915269852,0.8275963337570429,0.7618584758639335,0.17348478016257285,0.4909018987341772,1.9936655231668978,33
1.0,1.7516738860607146,0.8265257769972086,0.7530136789977551,0.1721344277560711,0.49505537974683544,1.975219821628136,34
1.0,1.6741465995907783,0.785918848849833,0.7152487707138061,0.17297898058593272,0.48694620253164556,2.0044179943543448,35
1.0,1.7279937969446182,0.8199857975244522,0.7364868529736995,0.17152114647626876,0.4899129746835443,1.9788485599469534,36
1.0,1.75086109405756,0.8106916395574808,0.7683051803261042,0.17186427357792855,0.5007911392405063,1.9012912104401407,37
1.0,1.6429693938493728,0.7695874808430672,0.7023308003544807,0.1710511153191328,0.5051424050632911,1.8904684585861014,38
1.0,1.729601205945015,0.815009305715561,0.7489205383509397,0.1656713590323925,0.5049446202531646,1.872190946265112,39
1.0,1.6975243226885797,0.7985643149241806,0.7324579672068358,0.1665020439326763,0.5144382911392406,1.886966433706163,40
1.0,1.7137406041026115,0.7956442268490791,0.7510343423336744,0.16706202685832977,0.5191851265822784,1.8504153339168694,41
1.0,1.679285768508911,0.7808519786745309,0.7321540208011865,0.1662797683030367,0.515625,1.8839081827598283,42
1.0,1.6522621027231217,0.775294897146523,0.7116959155201912,0.16527128955721856,0.5142405063291139,1.8738847382460968,43
1.0,1.6937051796913147,0.781984942086041,0.7451955971568823,0.1665246406942606,0.5225474683544303,1.8225599768795544,44
1.0,1.6788714760541916,0.7736209162324666,0.7400642996430397,0.1651862601041794,0.5267009493670886,1.810158112381078,45
1.0,1.6885914852023125,0.7843650573417544,0.7423463306874036,0.16188009947538376,0.5318433544303798,1.798486599439307,46
1.0,1.6469406043887138,0.7658653710335493,0.7182465441524982,0.16282869140803813,0.5300632911392406,1.8014226850075057,47
